ts,day,depth,pattern,micro_z,macro_z,gate,gate1_dist,gate3_conv,oracle_label,oracle_dir,oracle_pnl,template_id,tier,pattern_dna,trade_direction,trade_result,trade_pnl,exit_reason,exit_signal_reason,exit_conviction,exit_wave_maturity
1767329100,2026_01,4,ROCHE_SNAP,2.27,0.0,gate1,5.126,0.0,MEGA,LONG,185.5,,,,,,0.0,,,0.0,0.0
1767329100,2026_01,4,STRUCTURAL_DRIVE,2.27,0.0,gate1,5.126,0.0,MEGA,LONG,185.5,,,,,,0.0,,,0.0,0.0
1767329100,2026_01,4,ROCHE_SNAP,2.27,0.0,gate1,5.126,0.0,MEGA,LONG,185.5,,,,,,0.0,,,0.0,0.0
1767329100,2026_01,4,STRUCTURAL_DRIVE,2.27,0.0,gate1,5.126,0.0,MEGA,LONG,185.5,,,,,,0.0,,,0.0,0.0
1767329100,2026_01,4,ROCHE_SNAP,2.27,0.0,gate1,5.126,0.0,MEGA,LONG,185.5,,,,,,0.0,,,0.0,0.0
1767329100,2026_01,4,STRUCTURAL_DRIVE,2.27,0.0,gate1,5.126,0.0,MEGA,LONG,185.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,ROCHE_SNAP,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,ROCHE_SNAP,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,ROCHE_SNAP,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,ROCHE_SNAP,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767330000,2026_01,4,STRUCTURAL_DRIVE,2.26,0.0,gate1,5.43,0.0,MEGA,LONG,235.5,,,,,,0.0,,,0.0,0.0
1767338100,2026_01,5,ROCHE_SNAP,2.01,2.27,gate3,6.626,0.455,MEGA,LONG,228.0,343,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1767338100,2026_01,5,ROCHE_SNAP,2.01,2.27,gate3,6.626,0.463,MEGA,LONG,228.0,343,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1767338100,2026_01,5,ROCHE_SNAP,2.01,2.27,gate3,6.626,0.463,MEGA,LONG,228.0,343,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1767338100,2026_01,5,ROCHE_SNAP,2.01,2.27,gate3,6.626,0.452,MEGA,LONG,228.0,343,3,L|1h:2|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1767340800,2026_01,4,ROCHE_SNAP,3.14,0.0,gate1,4.641,0.0,MEGA,LONG,107.5,,,,,,0.0,,,0.0,0.0
1767340800,2026_01,4,STRUCTURAL_DRIVE,3.14,0.0,gate1,4.641,0.0,MEGA,LONG,107.5,,,,,,0.0,,,0.0,0.0
1767340800,2026_01,5,STRUCTURAL_DRIVE,2.86,3.14,gate0_r4_struct,0.0,0.0,MEGA,LONG,180.0,,,,,,0.0,,,0.0,0.0
1767340800,2026_01,5,ROCHE_SNAP,2.86,3.14,gate3,6.204,0.469,MEGA,LONG,180.0,291,3,S|1h:1|30m:0|15m:0|5m:0,,,0.0,,,0.0,0.0
1767340800,2026_01,4,ROCHE_SNAP,3.14,0.0,gate1,4.641,0.0,MEGA,LONG,107.5,,,,,,0.0,,,0.0,0.0
1767340800,2026_01,4,STRUCTURAL_DRIVE,3.14,0.0,gate1,4.641,0.0,MEGA,LONG,107.5,,,,,,0.0,,,0.0,0.0
1767340800,2026_01,5,STRUCTURAL_DRIVE,2.86,3.14,gate0_r4_struct,0.0,0.0,MEGA,LONG,180.0,,,,,,0.0,,,0.0,0.0
